216 19 142 71 260
192 962 288 698 103
902 503 841 160 321
961 952 583 658 851
916 731 68 892 608
292 809 544 376 792
745 255 85 697 235
718 262 476 195 118
736 664 339 558 463
722 386 265 299 119
893 72 895 394 449
929 714 417 384 988
848 986 668 518 89
1 83 520 177 327
77 121 804 562 419
546 26 384 220 53
722 142 850 129 512
129 407 345 597 796
948 558 696 173 758
215 772 484 769 960
102 67 222 480 141
437 65 204 978 785
182 134 986 165 9
651 780 544 41 70
370 694 20 571 657
576 86 150 956 190
230 268 768 469 490
250 211 211 211 93
603 240 831 511 7
902 736 742 808 23
62 974 486 431 869
733 298 477 239 232
165 787 501 723 137
948 709 755 358 47
277 80 754 768 976
64 635 714 329 707
363 883 324 644 865
36 60 597 36 235
889 18 777 522 862
331 733 291 25 674
697 32 700 919 594
378 712 465 76 589
18 125 135 754 761
834 128 655 145 185
231 549 165 91 52
683 724 107 482 720
639 838 209 750 898
684 75 889 641 841
101 191 101 152 191
977 352 586 721 719
73 403 766 23 217
113 444 73 743 255
968 863 920 72 486
967 732 216 669 428
2 123 706 651 308
446 620 135 877 183
195 631 896 354 187
239 454 121 774 262
768 721 418 109 440
256 566 221 761 741
350 819 733 98 451
986 218 494 94 891
376 880 121 989 474
690 677 60 511 658
209 545 502 68 562
233 914 668 23 655
386 650 616 22 424
255 588 529 103 654
679 683 774 257 100
616 448 795 820 106
815 916 309 723 73
159 127 699 438 47
872 391 638 89 192
15 613 296 164 793
575 342 275 227 780
266 818 87 462 625
844 643 6 518 651
354 953 609 739 37
588 771 199 319 53
824 918 180 593 338
533 193 767 623 483
9 812 135 631 879
761 223 432 107 658
151 206 966 264 674
415 147 809 803 542
999 67 175 903 444
96 928 457 646 193
657 213 558 833 974
53 764 631 806 409
469 955 477 701 113
131 108 132 93 461
308 408 226 243 838
240 530 487 416 120
686 924 263 625 251
515 444 460 673 328
632 457 745 972 862
429 775 949 729 442
528 857 145 336 210
361 171 83 366 698
574 274 924 841 43
626 676 286 759 321
56 275 284 727 431
984 542 830 819 308
161 641 953 788 579
477 664 650 917 737
816 87 505 640 344
870 367 676 751 889
69 913 208 791 123
190 200 517 386 671
447 917 199 728 890
343 663 160 631 915
714 877 21 772 242
407 419 876 276 646
921 796 332 359 399
111 17 823 399 585
522 16 10 824 866
902 370 10 518 536
119 533 477 40 363
725 624 887 586 302
610 21 97 397 933
268 589 942 855 283
24 864 690 185 439
268 376 375 936 10
632 536 413 410 941
590 536 203 560 912
397 555 804 891 670
959 347 241 52 423
283 76 138 328 586
899 133 950 32 228
495 582 555 55 831
517 577 965 926 671
164 695 39 549 311
118 320 211 321 903
488 454 930 607 327
57 593 502 758 373
559 774 756 945 1
238 492 711 965 868
130 382 83 833 174
374 549 332 171 141
374 804 83 91 776
910 425 172 862 716
995 967 722 998 185
402 111 295 752 472
156 707 127 90 471
767 541 612 153 591
940 497 654 366 323
461 607 85 542 155
709 98 630 89 513
497 49 306 877 254
443 724 214 840 256
404 844 313 403 225
843 291 271 577 125
77 66 512 837 34
124 490 530 581 669
85 640 66 48 225
927 686 148 745 159
110 996 598 98 675
178 450 224 635 785
654 455 210 616 795
860 624 50 114 671
595 639 361 954 833
307 997 474 852 375
31 319 581 149 323
359 359 523 508 444
903 448 117 401 682
159 589 751 583 548
941 818 116 187 639
53 385 768 242 940
667 617 882 333 18
135 514 536 713 203
379 983 447 883 725
219 161 255 301 409
592 324 768 620 417
538 196 682 273 178
826 988 882 605 80
616 476 649 264 349
101 144 983 866 211
756 296 312 290 205
825 541 783 956 96
538 133 63 717 778
341 541 828 166 794
804 570 711 246 625
936 664 62 129 826
45 585 205 788 422
640 132 278 167 253
815 353 195 154 28
330 108 343 250 682
596 790 916 338 438
72 145 604 199 463
512 683 168 578 977
96 197 383 509 473
103 670 447 902 348
844 188 67 15 870
460 946 739 795 326
843 748 606 432 750
478 416 28 132 893
106 106 106 274 811
783 430 215 87 130
551 449 132 201 914
362 577 861 952 382
517 475 663 569 512
257 579 21 66 726
643 53 748 518 471
38 795 446 680 723
64 665 97 694 834
706 701 652 928 448
410 683 463 638 567
877 656 111 299 181
219 388 13 476 302
870 749 749 749 321
60 878 489 789 510
736 941 608 371 787
448 769 444 350 720
659 792 785 288 653
557 557 297 297 914
952 349 992 518 849
496 260 517 716 120
486 190 171 66 574
650 605 287 415 396
855 613 217 634 788
571 761 61 734 479
705 617 129 662 925
97 97 235 341 341
274 292 532 806 86
149 729 165 548 141
316 83 953 426 53
140 718 477 453 60
990 222 139 402 468
661 186 839 754 304
196 982 798 214 576
897 375 390 775 271
482 758 360 143 184
533 573 547 563 660
513 189 295 84 952
960 966 323 428 602
134 50 890 396 959
415 867 766 879 144
126 582 124 494 738
354 908 16 556 829
933 633 640 487 211
469 78 597 80 672
278 51 543 751 359
344 249 321 398 870
18 558 768 923 379
395 140 356 426 338
984 750 122 251 427
689 23 700 768 182
484 830 421 56 574
799 389 613 882 254
677 521 58 353 640
608 519 910 556 140
923 711 403 640 282
73 924 762 289 776
625 908 617 855 892
454 647 959 369 552
588 676 690 742 423
712 327 169 991 791
177 512 361 932 200
48 282 605 674 753
743 890 768 980 131
89 89 346 743 89
179 613 44 110 136
621 441 253 861 128
313 698 176 771 594
379 461 740 974 25
523 786 645 60 15
291 638 241 309 552
333 802 207 405 298
352 55 944 896 417
892 109 13 256 904
84 973 875 120 74
199 160 491 132 354
757 342 607 140 407
125 88 163 119 702
335 622 523 296 297
701 157 41 305 56
807 771 127 535 21
324 527 813 184 975
278 293 136 936 501
272 314 755 425 874
257 27 434 28 153
342 323 918 925 10
341 503 365 316 561
111 197 94 434 886
890 751 926 264 480
630 631 719 154 1000
414 883 168 171 194
243 939 947 599 111
67 637 330 226 206
4 31 337 49 403
359 228 957 133 485
797 893 138 24 510
687 60 9 899 976
593 669 48 804 499
803 199 706 942 536
318 523 697 115 518
458 959 104 360 305
950 353 67 121 309
846 989 750 160 831
400 522 882 578 625
709 204 963 926 682
894 587 807 946 293
647 887 319 81 253
376 139 670 588 317
253 615 307 175 361
626 441 51 129 756
276 945 849 62 931
682 619 824 175 516
854 932 206 77 927
332 445 280 801 185
40 868 471 982 959
107 338 176 517 614
996 407 145 713 63
682 146 977 404 900
875 439 443 362 940
683 326 972 321 826
600 32 282 59 988
54 439 722 607 467
157 546 202 882 905
806 126 807 807 865
754 792 927 184 532
698 855 239 907 456
854 939 683 267 21
121 191 42 577 639
34 513 315 581 563
90 579 866 904 396
140 649 321 706 869
842 637 298 454 255
962 209 812 254 544
602 330 821 901 757
300 126 111 729 124
908 414 537 916 506
101 419 339 141 543
240 136 806 332 489
936 56 22 651 884
121 191 90 534 271
355 911 926 689 539
844 150 329 37 271
826 608 443 363 843
115 260 776 442 219
675 89 936 609 648
243 841 350 271 896
117 241 721 188 901
547 969 578 644 472
900 991 121 432 682
713 532 359 259 88
76 941 321 437 275
936 738 137 219 863
98 799 97 698 236
397 151 972 522 330
442 667 201 386 477
661 353 281 697 302
742 30 98 129 904
977 684 500 573 784
12 907 876 712 448
384 830 827 251 306
611 615 986 807 165
672 306 89 131 462
782 566 476 133 33
661 172 105 217 677
238 153 811 205 805
311 899 630 662 414
547 290 550 358 316
979 698 115 355 775
626 508 694 372 249
515 90 410 605 567
537 445 990 602 257
102 538 980 481 371
326 165 300 311 548
596 324 17 79 271
684 973 912 932 570
188 954 489 672 161
565 887 601 553 841
265 715 676 212 841
510 8 902 345 298
238 497 19 34 752
30 129 390 828 942
667 19 215 128 317
935 209 484 391 155
347 421 678 628 734
246 322 544 452 41
324 8 78 912 107
153 775 282 261 529
568 923 764 372 428
807 57 9 667 768
416 395 913 707 382
581 957 174 469 496
951 621 358 732 673
679 78 712 236 728
247 623 835 250 120
198 199 507 390 48
534 344 92 973 375
828 250 723 511 560
237 991 608 689 746
345 12 344 709 4
298 899 38 362 718
781 306 616 61 100
154 391 427 900 114
786 729 603 270 559
518 77 40 552 907
256 12 323 287 313
862 537 229 549 281
729 585 992 996 665
826 153 492 158 775
219 175 656 817 3
916 810 71 59 898
714 984 116 300 687
965 902 62 832 165
243 810 372 347 645
348 996 855 336 946
661 204 590 222 948
426 385 354 856 830
263 499 482 971 277
1000 747 559 961 753
343 8 738 822 226
409 391 54 531 435
123 754 957 657 648
838 102 72 958 904
794 717 162 925 164
378 991 318 913 448
369 400 338 560 86
494 641 912 52 117
896 596 400 257 863
453 228 625 307 898
776 739 586 955 635
69 237 117 885 693
122 180 10 370 728
991 797 484 100 599
873 376 436 653 756
790 255 407 74 515
897 252 285 283 95
600 621 939 541 702
470 31 335 255 274
276 319 379 885 888
209 649 340 162 188
488 382 7 639 64
898 551 609 853 436
511 303 696 485 265
353 518 847 545 860
336 59 266 429 183
271 352 639 309 271
551 855 243 32 803
392 527 188 250 983
563 540 541 978 707
632 85 604 351 436
593 782 619 414 831
929 449 943 773 301
69 343 111 635 111
408 482 464 35 784
304 188 406 592 936
92 558 895 290 73
15 139 381 569 260
840 766 680 793 663
574 290 169 959 275
79 414 926 403 104
407 903 645 165 716
960 101 574 176 680
101 101 111 111 111
388 453 441 546 688
360 617 4 809 405
757 694 512 445 834
168 898 775 105 569
232 39 708 428 960
221 257 278 758 29
616 689 627 640 398
9 634 291 860 488
891 937 466 295 613
355 17 48 39 14
919 76 32 266 722
422 805 889 699 484
581 541 22 61 705
991 780 629 195 288
460 429 27 323 339
947 276 407 767 935
856 915 815 704 661
175 458 980 276 686
378 706 603 544 105
941 403 232 304 438
301 827 398 971 805
895 595 335 525 485
412 33 910 954 11
613 55 554 296 535
655 460 83 111 522
100 787 417 616 243
253 86 934 541 741
301 154 199 78 188
166 434 952 519 650
829 691 814 659 56
390 474 997 348 299
422 365 45 208 74
281 423 949 349 143
492 506 878 447 763
175 124 637 446 928
449 294 355 11 10
961 619 906 483 850
293 580 756 587 906
159 300 136 489 632
339 271 762 543 287
740 191 705 895 307
382 330 309 314 92
822 961 750 25 988
324 205 449 78 566
339 203 969 479 237
571 367 523 404 843
570 239 286 770 780
549 403 604 410 812
862 777 634 366 146
926 101 780 721 70
962 134 399 928 900
733 775 234 752 625
131 116 809 966 856
687 753 413 830 82
634 391 540 899 582
967 469 504 591 463
725 51 640 460 555
211 933 94 116 526
466 22 511 206 844
831 356 873 43 288
979 318 612 373 722
458 650 156 355 519
37 887 856 67 994
36 234 758 413 125
329 903 76 649 673
696 846 336 580 220
627 266 50 292 921
819 513 541 402 509
207 632 958 754 19
566 128 138 874 604
582 421 45 641 142
318 737 497 139 427
160 171 748 155 545
574 938 259 100 810
223 594 624 935 713
479 126 779 759 928
485 996 228 564 143
703 475 599 511 381
521 277 742 569 657
49 567 796 484 633
678 270 571 44 61
626 203 379 736 366
714 335 828 15 28
158 809 54 508 744
477 126 576 970 591
843 149 939 413 505
330 664 755 931 501
722 476 545 455 483
699 202 681 992 357
867 150 223 192 492
643 564 28 533 214
384 295 152 411 235
99 183 162 608 893
692 849 710 176 820
975 173 502 19 560
422 584 312 299 743
872 614 907 141 55
49 717 543 210 341
401 719 230 182 575
367 346 157 765 212
995 736 647 564 846
932 142 271 357 77
700 235 516 563 846
650 182 219 895 939
873 529 630 144 781
827 238 512 843 866
427 68 272 862 137
989 64 527 482 289
572 881 406 209 160
223 556 294 984 674
834 578 574 8 728
901 978 430 642 584
364 904 611 433 826
503 623 698 876 695
662 217 59 648 727
272 514 86 909 281
993 302 663 672 960
169 800 161 325 453
396 694 746 108 781
81 100 81 100 81
417 768 115 613 978
187 796 408 365 15
676 368 749 695 282
807 654 974 407 985
515 78 969 159 649
283 435 356 308 110
900 916 353 211 781
675 402 590 149 784
753 73 572 745 906
724 818 540 193 441
917 326 406 447 681
139 343 46 532 170
727 248 896 521 698
818 164 83 804 725
373 592 113 464 365
743 789 231 826 793
606 919 532 535 225
999 313 850 234 578
488 853 755 250 784
482 574 90 168 489
592 222 800 34 815
296 957 574 256 327
721 824 324 253 776
335 894 421 285 111
711 419 39 160 405
78 235 328 572 702
653 638 571 415 538
483 262 696 902 113
321 136 854 733 646
380 449 240 495 455
518 925 895 783 405
607 764 973 30 388
151 477 69 251 676
356 997 209 440 609
496 517 915 190 265
478 328 800 879 150
937 115 513 271 18
294 355 37 88 335
205 393 750 761 52
927 680 96 131 477
542 820 879 51 160
898 231 829 747 417
899 905 245 868 786
53 459 311 122 102
441 616 85 158 357
123 606 915 479 416
239 57 978 827 692
458 465 734 931 68
909 63 46 324 803
693 212 870 219 614
460 166 524 847 313
335 55 215 868 168
463 992 507 738 937
490 810 796 942 282
857 33 669 564 889
739 223 830 115 758
447 247 212 591 535
47 47 120 120 47
85 910 494 6 583
597 262 915 756 13
637 195 457 23 985
356 929 923 592 719
816 133 507 251 99
120 151 153 809 607
905 137 477 990 132
142 85 417 566 441
130 209 324 633 960
939 738 343 576 311
595 137 651 340 354
874 349 249 715 525
644 730 693 982 237
77 176 934 378 586
854 370 582 2 530
327 504 780 625 699
345 832 886 303 71
78 623 500 977 754
654 594 461 693 187
649 811 254 421 136
871 723 32 818 488
67 67 67 67 67
886 975 144 832 321
528 84 354 256 520
355 132 435 317 166
346 635 626 92 28
962 74 317 850 161
50 111 50 111 111
346 42 776 423 614
744 190 732 708 527
222 754 942 512 184
163 262 122 411 509
207 95 252 999 190
81 65 347 670 21
20 997 218 31 578
74 278 850 632 624
544 452 450 732 815
101 274 856 92 90
513 546 179 899 196
61 424 721 823 10
10 838 708 268 177
130 222 189 264 834
587 863 446 214 331
113 241 689 43 950
509 311 246 227 470
517 28 350 135 332
449 169 192 448 481
33 342 419 101 58
141 136 729 989 565
202 639 263 669 176
233 434 706 10 952
44 256 202 312 587
260 999 701 534 360
712 216 566 129 833
351 548 84 88 490
643 558 604 384 322
830 961 550 32 376
319 478 897 292 11
688 17 471 908 568
715 231 341 593 511
537 205 207 346 829
881 63 908 700 759
697 749 762 587 782
135 95 706 905 223
998 914 894 736 867
646 582 870 613 551
640 223 386 488 327
749 735 669 618 662
421 886 883 273 738
262 455 381 796 340
932 990 209 670 412
1000 539 389 443 381
618 227 782 163 681
426 206 497 131 90
11 356 163 728 451
303 23 480 444 115
488 694 945 483 493
11 630 466 805 362
673 980 393 797 116
517 857 646 213 258
44 976 371 667 843
333 847 603 224 928
759 422 252 27 321
935 285 481 287 176
721 788 905 64 598
2 527 888 267 968
181 309 817 738 598
765 137 873 371 58
880 253 711 734 394
995 697 820 593 259
253 546 747 96 41
700 837 177 263 258
352 535 14 144 499
152 912 187 948 155
802 469 527 380 55
204 428 512 690 754
357 669 600 193 204
642 420 551 757 7
594 615 542 985 83
732 637 686 438 536
44 117 251 666 348
70 446 606 342 700
74 609 207 395 466
324 260 89 21 688
53 73 535 275 455
462 558 722 901 986
454 840 813 40 398
582 672 386 982 78
884 582 119 656 55
770 487 261 971 912
989 275 722 279 560
836 555 880 31 80
693 140 980 742 121
322 656 726 860 149
633 302 376 713 969
643 934 630 166 171
910 260 315 75 302
4 6 6 4 4
602 990 467 131 441
112 819 771 733 722
355 615 808 145 259
857 628 787 127 502
28 682 713 414 518
231 371 756 215 58
452 775 911 952 250
901 737 629 824 591
821 888 13 115 234
33 111 238 711 161
838 557 255 565 996
45 236 983 882 175
368 777 51 513 539
228 121 635 342 12
718 733 899 933 722
506 871 247 269 881
385 251 903 48 180
65 938 45 406 203
18 265 57 75 818
812 350 347 83 256
38 874 683 15 291
852 807 515 411 786
811 303 267 176 655
236 691 172 295 315
172 145 645 179 576
630 247 88 955 860
107 506 93 61 95
902 140 308 412 333
894 42 942 983 358
909 800 82 596 792
908 261 339 470 975
978 102 241 742 359
75 834 58 262 303
444 655 421 849 989
805 914 705 414 539
410 24 438 186 315
403 966 403 254 851
788 792 395 420 546
937 47 266 349 197
902 36 191 629 282
979 469 754 839 137
511 983 508 238 513
823 382 32 666 133
610 554 883 232 707
651 166 961 987 77
809 262 546 100 241
244 166 682 615 632
796 927 554 249 582
391 782 957 586 891
779 102 151 935 36
366 245 458 73 885
499 322 982 237 824
55 354 446 171 708
225 489 849 97 718
111 13 156 62 951
529 786 679 778 152
100 300 300 100 300
251 286 653 900 155
574 589 191 973 663
27 96 750 133 281
906 463 615 603 417
365 544 495 372 162
270 839 831 273 738
848 705 205 73 395
629 953 218 813 180
268 949 107 177 572
758 95 376 368 109
680 247 949 978 102
401 880 511 112 278
611 80 468 228 21
558 776 967 131 566
770 385 969 538 894
463 187 418 718 825
288 376 469 92 392
537 703 40 225 1000
122 742 444 965 931
776 773 29 681 380
843 920 544 161 705
57 865 886 964 550
136 938 893 24 842
476 781 22 227 595
327 827 438 932 800
363 817 117 971 19
87 258 274 492 183
70 790 549 424 171
78 592 789 502 692
662 255 705 960 744
720 705 650 169 397
190 18 864 904 654
302 213 649 771 889
416 379 719 147 680
449 544 846 825 884
519 674 236 41 630
196 861 592 195 104
781 923 456 87 358
885 577 75 727 4
202 946 971 713 195
439 766 375 711 456
658 855 781 937 705
442 9 56 716 740
742 919 688 376 46
742 576 759 858 410
988 641 608 940 427
554 791 774 676 223
77 897 74 459 322
920 244 319 27 178
952 94 277 123 482
804 861 416 958 9
885 604 399 568 385
910 205 77 476 146
27 857 806 303 760
314 266 789 821 381
856 195 755 876 275
529 766 241 285 764
612 86 386 121 100
936 914 3 961 692
307 815 302 655 558
992 920 645 443 286
818 456 606 21 236
589 270 67 359 895
343 363 683 856 72
131 878 577 349 333
562 426 369 512 69
873 189 990 360 367
957 194 837 642 82
324 119 145 931 661
557 102 596 392 665
49 534 25 124 757
152 961 697 293 794
946 204 30 923 326
845 738 134 322 137
940 444 116 322 118
321 569 260 889 999
867 615 780 761 533
840 976 618 95 116
38 697 111 602 992
395 42 85 643 810
640 177 915 959 985
395 692 243 628 156
877 711 304 602 150
187 105 637 271 381
388 928 29 92 609
768 550 836 888 256
210 525 171 654 501
616 70 304 391 475
950 118 749 22 31
716 172 788 615 604
953 717 879 874 582
414 580 693 172 116
697 626 953 116 1000
988 245 442 741 706
939 709 932 700 432
595 667 402 418 5
723 320 393 604 673
785 724 788 223 6
813 418 51 935 555
670 33 945 887 557
778 88 26 287 162
30 886 65 627 783
803 777 989 650 830
107 23 833 598 455
155 6 375 376 362
651 930 135 587 847
27 873 203 718 884
522 213 552 840 637
214 525 828 148 968
372 379 944 836 793
124 103 258 126 891
793 211 759 246 315
202 489 259 535 210
215 163 354 502 220
976 623 531 543 377
751 405 371 476 885
909 517 249 456 748
504 295 192 514 563
4 152 679 23 596
642 945 250 941 974
992 721 885 726 788
850 194 658 385 83
443 860 400 88 579
319 697 685 245 409
929 667 591 831 755
452 944 735 870 308
150 601 440 705 623
751 90 542 254 297
857 454 711 645 550
696 463 443 470 824
764 290 975 68 424
637 170 480 487 540
54 599 937 549 685
973 837 165 133 194
385 489 684 819 973
75 879 924 490 146
818 540 233 502 713
641 975 59 555 842
374 860 1 162 978
19 369 678 362 300
46 656 668 421 246
750 358 360 672 615
829 23 763 597 914
892 917 851 826 768
505 481 366 623 350
439 690 61 709 421
701 848 279 236 425
523 86 875 314 413
438 604 25 887 874
917 580 491 984 388
799 399 476 856 210
901 356 88 22 347
317 751 963 256 229
141 228 380 138 944
864 94 636 873 803
886 114 886 114 512
454 286 298 519 703
20 136 839 862 690
902 958 93 653 426
306 234 880 931 480
952 694 310 193 488
596 841 740 319 845
262 915 368 454 566
982 15 198 412 574
699 112 315 970 137
106 33 476 179 57
663 613 277 624 579
977 175 165 347 732
574 637 392 30 340
306 69 249 393 889
133 612 337 685 521
632 808 451 485 337
648 288 346 342 178
31 417 658 500 372
178 518 962 758 183
531 853 724 275 91
54 41 695 20 596
480 754 28 648 496
885 263 372 8 155
5 10 37 207 556
313 119 311 620 294
550 389 921 593 711
672 208 26 635 982
280 435 180 899 933
508 410 625 906 814
312 858 614 880 528
468 875 347 928 531
575 422 650 795 784
555 183 551 691 115
533 431 924 393 760
117 238 263 228 136
891 542 657 890 895
392 589 563 121 202
518 19 345 821 605
176 331 92 448 913
457 399 267 260 126
532 447 724 523 129
106 961 643 926 277
986 719 922 51 474
173 846 900 314 90
173 820 778 988 356
558 859 240 249 752
411 223 418 444 231
116 485 520 690 79
137 443 906 262 79
777 981 191 397 68
916 572 198 401 123
330 993 439 978 827
247 531 753 959 607
656 540 273 250 888
993 205 574 882 124
213 580 698 63 425
453 527 792 824 848
774 915 319 102 747
761 787 377 216 296
782 106 416 927 927
548 89 874 150 250
452 598 501 281 107
900 380 408 822 487
530 871 100 375 730
531 18 56 234 458
445 198 895 310 371
400 819 924 363 853
54 525 740 676 210
1 63 922 851 780
255 853 532 692 698
90 918 868 448 64
705 256 491 672 85
985 666 4 92 734
225 323 303 241 836
838 309 746 404 636
972 535 560 295 883
802 632 485 914 682
